smiles,charge
N[C@@H](CCC[C@H](NC(=O)CCC(=O)O)C(=O)O)C(=O)O,"[-0.7831912752, 0.0109873451, -0.200967626, -0.1991122659, -0.1867716707, 0.0317451735, -0.5567167866, 0.3014439303, -0.377753029, -0.1799159748, -0.1817903213, 0.3164712991, -0.3749753522, -0.4849449766, 0.3091317975, -0.3266017676, -0.4917663928, 0.318407287, -0.3535370025, -0.4804552907, 0.3357218162, 0.3535722337, 0.141923123, 0.108359807, 0.1226179701, 0.1174571562, 0.1140221918, 0.1229185074, 0.1264466285, 0.1380294577, 0.3840708714, 0.1300926669, 0.1327613681, 0.1388574072, 0.1343597426, 0.4437341309, 0.409413473, 0.435954348]"
O=C(O)C[C@H](C(=O)O)[C@@H](O)C(=O)O,"[-0.3037786522, 0.2828775658, -0.4797475234, -0.1878700694, -0.1115079658, 0.315377633, -0.3759914552, -0.479466599, 0.0227751057, -0.5173622097, 0.2701929768, -0.2404138276, -0.4841942755, 0.4435624578, 0.1353088863, 0.1316258886, 0.1419473892, 0.4393616301, 0.1540206439, 0.4136131435, 0.4296692572]"
CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C)[C@@H](C)[C@@H]3O,"[-0.3048897605, -0.2058642963, -0.1993188163, -0.0837621916, -0.2160044014, 0.3002934273, -0.3206315354, -0.1774975761, 0.1430643671, -0.0194664937, 0.1193727619, -0.0538026241, 0.1657945885, -0.1099470289, -0.2129342531, 0.1042077101, -0.2932748329, -0.294579881, -0.1488817757, -0.2486373275, -0.2512163318, 0.0292837112, -0.2673929287, -0.1618404149, -0.3092766025, 0.0521898249, -0.3991293189, 0.0981463926, 0.0978699151, 0.0978556895, 0.1051905546, 0.1051958763, 0.1152587232, 0.1161488363, 0.0963601144, 0.1124592288, 0.1058477521, 0.1128966656, 0.1119608458, 0.1131555339, 0.1047423333, 0.1379514256, 0.1327518876, 0.1339861629, 0.1292521099, 0.1354672338, 0.1333866506, 0.1519684601, 0.0999936886, 0.11832475, 0.1177005264, 0.1594357929, 0.4208348503]"
CCCCC[C@@H](O)C=C[C@H]1C[C@H]2C[C@H](C2)[C@@H]1CC=CCCCC(=O)O,"[-0.3015122087, -0.2048345249, -0.2048175873, -0.20634715, -0.2079432203, 0.0191479468, -0.532856604, -0.1511119522, -0.1207588108, -0.1123356683, -0.2888537272, -0.1470359378, -0.2325971184, -0.098405369, -0.1708549294, -0.0787309948, -0.1869869124, -0.1551998938, -0.1522612814, -0.2000369301, -0.1970755483, -0.1907474389, 0.3150571101, -0.3665986569, -0.4901023821, 0.0988143675, 0.1003863714, 0.1006098643, 0.1045889638, 0.1043552954, 0.1038960138, 0.1038941645, 0.1076887854, 0.107536078, 0.1110390797, 0.10801881, 0.1392021852, 0.4011889945, 0.1179905736, 0.1301263897, 0.1231017124, 0.0737604188, 0.0849077455, 0.1341047833, 0.0920078392, 0.1186613565, 0.1231187613, 0.119790284, 0.1091764187, 0.1230533279, 0.1203927619, 0.1154765506, 0.131064846, 0.1184090685, 0.1069123997, 0.1081238415, 0.1171021419, 0.1165293551, 0.1245162309, 0.1247213278, 0.4395326816]"
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,"[-0.5132066882, 0.1044689881, -0.1079398085, 0.1655255932, -0.4954141527, -0.0463443777, 0.0090706463, -0.1844678883, -0.2394658781, 0.0479412521, -0.0465860748, -0.1155437772, -0.0924688367, 0.0979380731, -0.4999377317, -0.1068753081, -0.4646812238, -0.1552556537, 0.0907734584, -0.48157247, -0.2258968671, 0.4262065257, 0.13337285, 0.3432647678, 0.1239192493, 0.1609206609, 0.1442225951, 0.141846858, 0.4111720887, 0.4483976048, 0.1406294947, 0.2281643015, 0.3625370245, 0.0979104949, 0.0973742098]"
Clc1ccc([C@H]2C[C@H]3CC[C@@H]2N3)cn1,"[-0.5937140402, 0.1066303072, -0.1042900478, -0.1047030924, -0.0331971984, -0.0344940271, -0.1497843511, 0.0361224728, -0.1101767314, -0.1653543088, 0.0298711208, -0.602699209, -0.1304502882, -0.269184828, 0.1732593869, 0.1425919607, 0.1492982717, 0.1123746387, 0.1329920816, 0.146256091, 0.120673563, 0.1430640833, 0.1618647966, 0.1554327021, 0.1776816988, 0.3566156221, 0.1533193251]"
CN[C@H](C)Cc1ccccc1,"[-0.1635863291, -0.600080114, 0.0110063399, -0.3001825395, -0.1854660917, -0.0370680164, -0.1362039524, -0.1165476747, -0.1361631513, -0.1787869498, -0.1667941745, 0.1301605221, 0.1043471672, 0.1188895532, 0.3389972372, 0.1171706963, 0.1038645739, 0.1031793869, 0.1063830481, 0.1237154505, 0.1156210762, 0.1205290153, 0.1172124108, 0.1362186332, 0.1407370765, 0.1328468062]"
C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,"[-0.2814811218, 0.0535044375, -0.5522449797, -0.0008679239, -0.1818071691, -0.0714530418, -0.1131879011, -0.0998125216, -0.1269821337, -0.1499400937, 0.0630659353, -0.1087848129, -0.1585418379, -0.0167468248, -0.1378849222, -0.1584331325, -0.0951207503, 0.1081193694, 0.1215788628, 0.1137737317, 0.3544952662, 0.1314197359, 0.1220830988, 0.1093486917, 0.1222620585, 0.1287646089, 0.1369161127, 0.1466080568, 0.1117595618, 0.1472507405, 0.1261316444, 0.156207254]"
N[C@@H](Cn1oc(=O)[nH]c1=O)C(=O)O,"[-0.8157934894, 0.0154290861, -0.0464573283, -0.1756970476, -0.0617512772, 0.3995517979, -0.2898020778, -0.6750331858, 0.3206354101, -0.2356625047, 0.3207990702, -0.3369983722, -0.4767600663, 0.4072708219, 0.3341137495, 0.1646474011, 0.1399201629, 0.1530054125, 0.4204822606, 0.4381001767]"
C[C@](N)(C(=O)O)c1ccc(-c2nn[nH]n2)cc1,"[-0.2797149068, 0.1052620875, -0.780491889, 0.3256135453, -0.3403432137, -0.4743197167, -0.0101204664, -0.1034837478, -0.1199686118, 0.0184746602, 0.2658792244, -0.2392763225, 0.0331756254, -0.429834073, -0.2903295722, -0.0635772362, -0.1363822519, 0.1208988236, 0.1132756171, 0.1217075313, 0.3500902194, 0.3487806417, 0.4400099429, 0.1396591826, 0.1201769102, 0.4524015737, 0.1743463039, 0.1380901189]"
C[C@@H]1CCC[C@@]2(C)CCCC[C@@]12O,"[-0.3104913239, -0.1121439326, -0.239183802, -0.178064686, -0.2003247572, -0.0257527513, -0.3019793085, -0.1981961928, -0.185014072, -0.2046725746, -0.2539965233, 0.0981104618, -0.5059221174, 0.1073628808, 0.105928901, 0.1039877612, 0.1143170265, 0.0766349057, 0.1089337352, 0.1360977922, 0.1230932368, 0.1096848237, 0.1162446102, 0.0989282073, 0.1065564628, 0.1010927561, 0.1003786843, 0.1076938752, 0.1298581703, 0.1170894255, 0.0854413666, 0.1041308087, 0.0777001281, 0.0933991198, 0.3930769021]"
N[C@]1(C(=O)O)C[C@H](C(=O)O)C1,"[-0.7861567713, 0.1006010181, 0.3190247283, -0.3609293309, -0.4737862376, -0.1654549022, -0.1184789462, 0.2831199171, -0.3591270847, -0.4919902758, -0.1727467569, 0.3403840948, 0.3512452901, 0.4360512407, 0.1429704293, 0.1275674961, 0.1543917257, 0.4296824553, 0.1194276882, 0.1242042219]"
C[C@@H](N)c1cccc(Cl)c1Cl,"[-0.3361195873, 0.0019670932, -0.79578619, -0.0011689681, -0.0172571426, -0.0233349765, -0.1148848552, -0.1136925692, -0.0662592298, -0.0936587489, 0.0124826541, 0.093805221, 0.1039729644, 0.0998926671, 0.136627096, 0.3429360678, 0.3455309668, 0.1570389128, 0.1492162039, 0.1186924205]"
N[C@H](CCCP(=O)(O)O)C(=O)O,"[-0.7730950199, 0.0155743018, -0.1957887098, -0.1883210997, -0.1611819449, 0.5188759442, -0.4794856585, -0.5442409089, -0.4888551697, 0.3078377462, -0.3658108913, -0.4850234355, 0.3416001767, 0.3536632172, 0.1431268256, 0.1151780972, 0.1211152344, 0.1159438328, 0.1306263504, 0.1334658359, 0.1206098566, 0.4038586049, 0.4222466704, 0.4380801439]"
N[C@H](C(=O)O)c1cccc(O)c1,"[-0.765159929, 0.0247193538, 0.3378564502, -0.3367168396, -0.4640017404, -0.0281823874, -0.1283924726, -0.0689412551, -0.1602783101, -0.075342607, -0.4812861618, -0.1307648183, 0.3549308581, 0.3623937287, 0.1415150383, 0.4490764804, 0.1249621888, 0.1315210872, 0.1164064229, 0.4450719251, 0.1506129879]"
CCCN(CCC)[C@H]1CCc2cccc(O)c2C1,"[-0.3036976396, -0.2130597754, -0.0741223338, -0.3803592091, -0.0699675998, -0.2140647188, -0.3040142637, 0.1025830739, -0.2347894515, -0.1952791019, -0.0006014245, -0.1796411308, -0.1291684408, -0.1662969659, -0.1282837929, -0.4945614177, -0.1133314424, -0.185647818, 0.103697293, 0.1004954359, 0.097831833, 0.1316822079, 0.1191483183, 0.1324500096, 0.1188122535, 0.1356666378, 0.1196254959, 0.1307743517, 0.1185815207, 0.1007046986, 0.1030288637, 0.0986264906, 0.1699426532, 0.0900352071, 0.0846198615, 0.1156295806, 0.1185672077, 0.1110173796, 0.1345577026, 0.1416506083, 0.4320172403, 0.1532263788, 0.1219142229]"
Cc1o[nH]c(=O)c1C[C@@H](N)C(=O)O,"[-0.2648724557, 0.0846245367, -0.0981505772, -0.3634365436, 0.2712963431, -0.2710591316, -0.1566539197, -0.1932326118, 0.0122953334, -0.7978515442, 0.3235774968, -0.3631498295, -0.4775293176, 0.1269882015, 0.1275409535, 0.1277734, 0.3944303217, 0.1189393994, 0.1285781663, 0.1414666285, 0.3494073952, 0.3347700074, 0.4442477475]"
C[C@](N)(C(=O)O)c1ccc(C(=O)O)cc1,"[-0.2792468765, 0.0988081652, -0.7784723112, 0.3248220518, -0.3481923083, -0.4699043975, -0.0227744458, -0.1062483684, -0.1052103787, -0.0147758567, 0.3208595503, -0.3673148578, -0.50412456, -0.0623862955, -0.161866359, 0.1192209972, 0.1163492774, 0.1233053737, 0.3512628381, 0.3497725554, 0.4421824902, 0.1556259288, 0.1288713222, 0.3791549086, 0.173991141, 0.1362904153]"
CC(C)(C)[C@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,"[-0.2827155227, -0.0210182001, -0.3074742768, -0.3055321774, 0.1063873673, -0.4956078057, -0.2105768221, -0.0889148697, -0.2882570112, -0.0596202263, -0.1293813164, -0.0654947729, -0.1674595362, -0.1350934172, -0.1128759543, -0.1707918108, -0.1512281506, -0.2260588884, -0.1840014174, -0.0241065387, -0.1264136285, -0.1256733284, -0.142480032, -0.0558484894, -0.091287542, -0.0438010959, -0.2412297098, 0.1195714761, 0.1041754881, 0.1089999182, 0.0841377495, 0.1167988933, 0.1119946913, 0.08652144, 0.1190991481, 0.1070393854, 0.4034431217, 0.0964292917, 0.1137490734, 0.1288897532, 0.1108850724, 0.1280338033, 0.1420500003, 0.1896916702, 0.1513300396, 0.1265822937, 0.1301038212, 0.1138593388, 0.1545169705, 0.1491975683, 0.1268514031, 0.1264594004, 0.12881306, 0.137267156, 0.1531653976, 0.171443503, 0.0850379277, 0.1204173173]"
O=C(O)[C@@H]1CCCN[C@H]1C(=O)O,"[-0.4207332047, 0.2116906262, -0.5402801191, -0.1682180597, -0.1962377861, -0.1742863721, -0.0598761871, -0.5926631215, -0.0058358187, 0.3232529439, -0.3441754334, -0.477756123, 0.38871232, 0.142522893, 0.1010864347, 0.1162599399, 0.1354584737, 0.1367121627, 0.209364703, 0.2619429836, 0.3747513075, 0.1374691436, 0.4408382937]"
O=C(O)[C@@H]1CN(CCCP(=O)(O)O)CCN1,"[-0.3831742809, 0.2529417023, -0.4856467795, -0.0481499432, -0.1139999189, -0.4241339124, -0.0752192046, -0.1807030396, -0.1657384387, 0.516397302, -0.4841054232, -0.5472685134, -0.4874054295, -0.0780559513, -0.070810499, -0.4551745721, 0.4422547228, 0.1402684616, 0.0816796781, 0.1128053113, 0.1294185899, 0.1015619403, 0.1216569972, 0.1398351016, 0.1378066511, 0.1115954987, 0.3928796586, 0.4226967261, 0.1047951241, 0.1295203341, 0.1504493866, 0.1201827314, 0.3908399885]"
O=C([O-])[C@]1(CCCCCCOc2ccc(Cl)cc2)CO1,"[-0.4406581997, 0.2490255246, -0.4285024561, 0.0875986149, -0.2015089431, -0.209323621, -0.1978035079, -0.1948779976, -0.1950140337, -0.066924795, -0.2666676928, 0.0918369546, -0.118293481, -0.1162913278, -0.0006141565, -0.1053872138, -0.2165466006, -0.2314267972, -0.0600795564, -0.4105767328, 0.0976386338, 0.1225052266, 0.0933423136, 0.1073026953, 0.1062552926, 0.1001716145, 0.1025033179, 0.1066930019, 0.1127255794, 0.1110499773, 0.1122490826, 0.1134905538, 0.1212625881, 0.1276837989, 0.1357940027, 0.1197865612, 0.1088603889, 0.1327213898]"
O=C(O)[C@]1(CCCCCCOc2ccc(Cl)cc2)CO1,"[-0.3589799239, 0.3139874844, -0.49868655, 0.0862362132, -0.2026304169, -0.209527789, -0.2017257981, -0.1984899684, -0.1987341627, -0.0697433721, -0.2629328435, 0.1005360555, -0.1079920727, -0.1131171071, 0.0158687479, -0.0644163541, -0.1296216885, -0.1806111676, 0.0185178774, -0.3991989147, 0.4298309235, 0.1127738237, 0.1354361688, 0.1018210219, 0.1133158827, 0.1094005366, 0.1047750726, 0.106687268, 0.1102089084, 0.1160236919, 0.114728298, 0.1164024327, 0.1174809565, 0.1292355273, 0.134662648, 0.1641041383, 0.1373070691, 0.1381164291, 0.1689509537]"
N[C@H]1CCN(O)C1=O,"[-0.759089321, -0.0811018604, -0.1522162712, -0.0615492414, -0.2475096416, -0.3503677274, 0.2486369702, -0.3503462981, 0.3425350741, 0.3486881426, 0.1491015173, 0.1030348149, 0.122284979, 0.1329103339, 0.1171138357, 0.4378746935]"
N[C@H](C(=O)O)c1cc(=O)[nH]o1,"[-0.741983273, 0.0270027402, 0.3251690589, -0.3518981458, -0.4640458254, 0.1685015267, -0.082331395, 0.2957197713, -0.27331442, -0.5283858303, -0.2680093362, 0.3597238143, 0.354783861, 0.1676921567, 0.4390201913, 0.1391805604, 0.4331745448]"
COc1ccc(CCN(C)CCC[C@@](C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,"[-0.163179315, -0.298749737, 0.0847470467, -0.1327764171, -0.0872263074, -0.0235600827, -0.1808882243, -0.0864642847, -0.4730705362, -0.2078551354, -0.0854967808, -0.2105197171, -0.185934036, 0.0330977733, 0.1923390377, -0.3678241276, -0.0243261748, -0.24670458, 0.1124266806, -0.2665434989, -0.1053819955, 0.0490569388, -0.2883058692, -0.1673986069, -0.1301613076, -0.2664193311, -0.152224623, -0.2211888431, -0.1058163439, -0.2973977155, -0.3157863955, -0.1685873427, -0.1084217988, -0.2471284985, -0.1502259478, 0.1174973761, 0.1201738828, 0.1201514238, 0.1503199516, 0.1247612291, 0.1253849991, 0.1262084493, 0.1539043811, 0.1389367882, 0.1228012491, 0.1288255796, 0.0927578794, 0.1236552293, 0.1046928874, 0.1216016969, 0.1201453478, 0.1211083236, 0.1188510625, 0.1320484102, 0.1978891544, 0.2732587704, 0.2708069175, 0.1378092762, 0.1369978737, 0.1265537172, 0.1256931028, 0.1180313946, 0.1173343781, 0.1673484568, 0.11457387, 0.1111596835, 0.1059169978, 0.1075705229, 0.1099588274, 0.1014242468, 0.0940896355, 0.1424031286, 0.1265099879, 0.122881161, 0.1218588473]"
C=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@@H]2C,"[-0.2867846228, -0.093059746, -0.0925075427, -0.4587395133, -0.0981156864, -0.19421736, -0.0105356112, -0.2994098158, -0.0199151516, -0.1645793234, 0.1399931415, -0.4828638249, -0.1336734921, -0.1296606684, -0.1349145629, -0.1070329666, -0.1020544389, -0.0854328155, -0.308772302, 0.1113114902, 0.1101539601, 0.1345689398, 0.1350683315, 0.134536581, 0.1202328067, 0.1151246786, 0.1265480876, 0.1287527779, 0.1055141757, 0.1038934814, 0.0952674223, 0.1134508172, 0.3685432853, 0.1392731616, 0.1549859025, 0.1226316517, 0.1403330098, 0.1463968785, 0.1475135521, 0.1054601153, 0.099522969, 0.103192227]"
COc1cc([C@H](O)CN)ccc1O,"[-0.1593762771, -0.2830340827, 0.1201193147, -0.1378098862, 0.0073596499, 0.0314645382, -0.3504012754, -0.0958297682, -0.7984139483, -0.1397280438, -0.2027020172, -0.1337044107, -0.4703497868, 0.1242608664, 0.1205250169, 0.1202801409, 0.1378303074, 0.1341861178, 0.3813114515, 0.1028869867, 0.1236499887, 0.3240941953, 0.3367763998, 0.1240646355, 0.1336910838, 0.4488488029]"
CN1CCN([C@H]2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,"[-0.1715892398, -0.4101150258, -0.024085918, -0.0536034056, -0.3918527205, -0.2232228051, -0.2108550615, 0.0047613391, -0.0797217679, -0.121930709, -0.1167613091, -0.1442565934, 0.0338654081, 0.0476873203, -0.0103432909, -0.0656677448, -0.165695761, -0.1553084932, -0.1168439557, -0.2957910577, 0.0256942057, -0.2918654369, -0.1866457127, 0.1249377127, 0.1309188523, 0.1123726425, 0.257050013, 0.1927039774, 0.1448105236, 0.1411003717, 0.2947759524, 0.1027363402, 0.1265028341, 0.1344401754, 0.1261700396, 0.1628460036, 0.2753249108, 0.143219378, 0.1019782617, 0.1663729786, 0.0912709132, 0.1104028987, 0.0926362436, 0.0915767122]"
CC(C)(NC(=O)CBr)[C@H]1CC[C@@](C)(NC[C@@H](O)COc2cccc3[nH]ccc23)CC1,"[-0.3036426419, 0.0864096622, -0.3034008669, -0.5526957685, 0.2996646924, -0.3674841419, -0.1612856901, -0.0552401248, -0.091830176, -0.2321290038, -0.1943950109, 0.0869796214, -0.2950788688, -0.6063719127, -0.0983435379, 0.0059056991, -0.5322558566, -0.0745624549, -0.2472747944, -0.095356084, -0.152337923, -0.065629933, -0.1028459829, 0.0835573962, -0.5069399854, 0.012510631, -0.1929379194, -0.0932143848, -0.2019280084, -0.196351375, 0.117519478, 0.1008927457, 0.1067560932, 0.1138982816, 0.1060588249, 0.0998180378, 0.3687548688, 0.1326454326, 0.1395553348, 0.132154165, 0.0837139614, 0.0989402579, 0.1149616543, 0.1188865954, 0.1098121522, 0.1034306818, 0.108468348, 0.3546295759, 0.1171922715, 0.1389458391, 0.1421472368, 0.398500681, 0.1251579142, 0.1136618799, 0.1152721446, 0.1403318105, 0.136874901, 0.4074186371, 0.1556402096, 0.1616690982, 0.1087895745, 0.1136961994, 0.129699907, 0.1326099501]"
CCCN(CCc1ccccc1)[C@H]1CCc2c(O)cccc2C1,"[-0.3003859175, -0.2049856767, -0.0732038781, -0.3739350613, -0.0720999101, -0.2025831803, -0.0427308987, -0.1353704686, -0.1161429274, -0.1314623331, -0.16481272, -0.2118619649, 0.0704867871, -0.2116084191, -0.1977743619, -0.0485503936, 0.1126053067, -0.491842506, -0.1363818894, -0.1422425098, -0.2565888881, -0.048665849, -0.1834565705, 0.1063535955, 0.1038856297, 0.10058279, 0.1346045438, 0.1216089787, 0.132926828, 0.1220554491, 0.1345493188, 0.119254772, 0.1361637922, 0.125524321, 0.1191975154, 0.1184674929, 0.1386790334, 0.1447812405, 0.1223257215, 0.1528864025, 0.1029040654, 0.0923395103, 0.1161263288, 0.1136509448, 0.3493733784, 0.1306116198, 0.150214138, 0.1051790156, 0.1393651705, 0.1299826335]"
C=CCN1CCc2cc(O)c(O)cc2[C@@H](c2ccccc2)C1,"[-0.2483219244, -0.1263144438, -0.065452999, -0.3349486599, -0.0820543594, -0.1866506505, 0.0037451295, -0.1683883699, 0.1572996447, -0.4858071727, 0.0770238176, -0.5220696999, -0.17534344, -0.1453220412, -0.0981964805, -0.0568803249, -0.1427028594, -0.1073828133, -0.1314791917, -0.1591743427, -0.1177426975, -0.111242831, 0.1219198513, 0.1194491802, 0.1274997053, 0.1361348153, 0.1281256929, 0.1310905452, 0.1278389433, 0.1145048145, 0.1309051177, 0.1234614459, 0.3499901236, 0.4163559567, 0.1485911136, 0.1456704624, 0.1212749344, 0.1246151099, 0.1345860876, 0.147515567, 0.1462592812, 0.1054355495, 0.126182412]"
Oc1cc2c(cc1O)[C@H](c1ccccc1)CNCC2,"[-0.5253201675, 0.052909644, -0.1123859961, -0.0386517891, -0.0173596505, -0.1852545544, -0.0030426061, -0.4716186395, -0.0898531082, -0.0332420485, -0.123985597, -0.1025681764, -0.1428387323, -0.1788265184, -0.1736904206, -0.0820774316, -0.505239646, -0.1223563898, -0.1281885692, 0.4295885083, 0.1274482956, 0.1412326114, 0.4426530542, 0.1208901571, 0.1392669196, 0.1284254674, 0.1238914386, 0.1427832119, 0.1311563405, 0.1230634193, 0.1100401836, 0.3715689913, 0.0881505998, 0.1276539018, 0.1134465878, 0.1223307092]"
CN1CCc2cc(Br)c(O)cc2[C@@H](c2ccccc2)C1,"[-0.1628959034, -0.3415377111, -0.0823892336, -0.1864868196, -0.0262257851, -0.1483610513, -0.0183592822, 0.165658248, 0.067593799, -0.5162704454, -0.2281866676, -0.0944301304, -0.1285352293, -0.0551479146, -0.1415708152, -0.1074020993, -0.132629352, -0.1627959488, -0.1524907611, -0.1232081631, 0.1275282067, 0.1281877215, 0.120324363, 0.1298446473, 0.1261681962, 0.1114119021, 0.1288944812, 0.1328496711, 0.4168633821, 0.1405086182, 0.1529913449, 0.1216534628, 0.1218157052, 0.1374297671, 0.1461851711, 0.111300583, 0.1011312702, 0.1205827726]"
COc1cc([C@H](O)C(=O)O)ccc1O,"[-0.1619854541, -0.2871927508, 0.0829539418, -0.1743110957, -0.0501481368, 0.0443884522, -0.2499165094, 0.2937847771, -0.4025769295, -0.4562270546, -0.1788991861, -0.2696837324, 0.0768109996, -0.4932167508, 0.1248342729, 0.1153055416, 0.1208397724, 0.1324030893, 0.1733738081, 0.477977676, 0.4048260673, 0.1147591342, 0.1190901778, 0.44280989]"
CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)CC4)O[C@H](C)[C@@H](C)[C@H]3O,"[-0.3055063349, -0.2065788558, -0.2016891263, -0.0954542538, -0.2282631325, 0.2942170008, -0.3234939756, -0.182949324, 0.1141084183, -0.0360346898, 0.1301168254, -0.0473462016, 0.1574691742, -0.1115580123, -0.2192897165, 0.1134214812, -0.3024415378, -0.2994171884, -0.2210466548, -0.3005790243, -0.2523171416, 0.0360274178, -0.3168637297, -0.156207023, -0.3101111804, 0.0975050541, -0.488892388, 0.0976088715, 0.0973431597, 0.0973233376, 0.1047555133, 0.1047316517, 0.1138860803, 0.1140894514, 0.0917302372, 0.1074905764, 0.1021864081, 0.1126712869, 0.1093926586, 0.1138375359, 0.1032534166, 0.0872097983, 0.103861205, 0.0981287343, 0.1589761224, 0.1406668964, 0.1131477988, 0.1403139288, 0.1823186437, 0.1591639994, 0.0982132926, 0.1192999185, 0.1154796506, 0.2525674472, 0.4235264982]"
C[N+]1(C)CCc2cc3c(cc2[C@H]1[C@@H]1OC(=O)c2c1ccc1c2OCO1)OCO3,"[-0.1300938824, -0.3014529162, -0.1333818162, -0.0625471719, -0.1841778453, -0.0655291727, -0.1084903125, 0.1284356324, 0.1214513897, -0.1785720451, -0.0454481467, 0.17414991, -0.041920328, -0.5976052734, 0.2518158661, -0.3009580389, -0.1898774523, -0.0425223008, -0.0847039279, -0.0760041165, 0.1130563015, 0.0204949691, -0.0994010735, 0.0482726435, -0.3640779404, -0.2106665798, 0.0452702797, -0.3424097905, 0.1630566247, 0.1572950755, 0.1577594388, 0.1680096719, 0.1617783389, 0.1617107464, 0.1511855277, 0.1572238394, 0.1315818461, 0.126119177, 0.1228566723, 0.1566261943, 0.7292286212, 0.1870419315, 0.1404736139, 0.1423609202, 0.145672951, 0.1883526775, 0.140838035, 0.1677212357]"
Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2,"[-0.5107473659, 0.107351712, -0.1028236668, 0.1676623667, -0.4935754652, -0.0425365083, 0.0288209879, -0.1782422969, -0.2321634777, 0.0456213884, -0.0445487174, -0.1890226821, 0.1400888335, -0.4705649297, 0.0576410431, -0.5052637098, -0.0468584828, -0.4608700786, -0.1540043963, 0.0652328385, -0.4789685186, -0.2146808732, 0.427160889, 0.1350216544, 0.3436409895, 0.1256347669, 0.1556096165, 0.1686800718, 0.3678098541, 0.4086953867, 0.4505257464, 0.1399701384, 0.2249535688, 0.3627030641, 0.1011874741, 0.1008587786]"
CN1CC[C@]2(C)c3cc(O)ccc3N(C)[C@H]12,"[-0.1795955932, -0.4172113989, -0.0861793736, -0.1948766497, -0.0024300216, -0.2899485055, -0.0281669663, -0.1392061965, 0.1118221209, -0.4932750918, -0.1299734927, -0.1244649769, 0.0463176641, -0.3085196663, -0.1352722963, -0.1393999739, 0.1257281734, 0.1269529668, 0.1024574221, 0.1155593083, 0.1279693101, 0.1227222894, 0.1320696419, 0.1120165464, 0.1041227851, 0.1089645944, 0.1284557383, 0.3677772284, 0.1404786094, 0.1562012237, 0.145567962, 0.1324168327, 0.1344289327, 0.1264908532]"
C=C1[C@H](c2cc(O)ccc2O)C2=C(CC[C@@H]1C)C(C)(C)CCC2,"[-0.2950424295, -0.0186579837, -0.0936213747, -0.0107256671, -0.1789965257, 0.1131387421, -0.534378301, -0.147007605, -0.1683430782, -0.0365872803, -0.4846904133, -0.0334306529, -0.0167594441, -0.1824040794, -0.1317424433, -0.1498374413, -0.3088117292, -0.0195584142, -0.3025857455, -0.3016634451, -0.1914722967, -0.2431683581, -0.1873957043, 0.2840063935, 0.0895413797, 0.1255390937, 0.1219306505, 0.3344763689, 0.1292909385, 0.1433894205, 0.4685845941, 0.123000498, 0.1262153597, 0.1096898344, 0.121160362, 0.1543303033, 0.1200376218, 0.1339446745, 0.1296740037, 0.094299938, 0.0957605162, 0.0958068579, 0.0937446664, 0.0947468287, 0.0977035078, 0.109789167, 0.1077080971, 0.0766936841, 0.0933211786, 0.1180773213, 0.1312784105]"
